#phys3071 as05 melsom 42593249
1.026000e+03	1.708225e+01	7.484421e+00	1.107338e+01	2.027500e+00
1.037400e+03	1.708563e+01	7.516635e+00	1.106087e+01	2.027914e+00
1.048800e+03	1.708850e+01	7.548014e+00	1.104850e+01	2.028274e+00
1.060200e+03	1.709088e+01	7.578566e+00	1.103600e+01	2.028503e+00
1.071600e+03	1.709300e+01	7.608488e+00	1.102375e+01	2.028722e+00
1.083000e+03	1.709463e+01	7.637600e+00	1.101137e+01	2.028816e+00
1.094400e+03	1.709600e+01	7.666098e+00	1.099912e+01	2.028866e+00
1.105800e+03	1.709700e+01	7.693897e+00	1.098700e+01	2.028874e+00
1.117200e+03	1.709775e+01	7.721099e+00	1.097475e+01	2.028765e+00
1.128600e+03	1.709812e+01	7.747617e+00	1.096275e+01	2.028658e+00
1.140000e+03	1.709825e+01	7.773555e+00	1.095063e+01	2.028438e+00
